a,tweets

2022-02-19 13:45:02+00:00,b'Bill Gates says the chances of catching a severe infection from COVID-19 are dramatically lower but he believes ano\xe2\x80\xa6 https://t.co/48uDmuYMLu'

2022-02-19 13:45:02+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:45:02+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:45:01+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:45:01+00:00,b'RT @peterbenj: SA Covid &amp; vaccine social listening report this week. it will come out earlier next week. @miamalan @HealtheNews @HealthZA @\xe2\x80\xa6'

2022-02-19 13:45:01+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:45:00+00:00,"b""Israel's Freedom Convoy Aims at Ending COVID-19 Restrictions | CBN News https://t.co/wmz8DnBH8e #restrictions @Googlenews"""

2022-02-19 13:44:58+00:00,b'RT @DrAmarMOH: What SOP is there here?\nA mask worn but most not FFP2/KF94.\nHuge crowd indoors with poor ventilation.\nNo physical distancing\xe2\x80\xa6'

2022-02-19 13:44:58+00:00,"b'E25Bio Recalls COVID-19 Direct Antigen Rapid Tests That Are Not Authorized, Cleared, or Approved by the FDA and May\xe2\x80\xa6 https://t.co/aX4rJ6Wddq'"

2022-02-19 13:44:58+00:00,"b'With Possibility of Protests Looming, Joe Biden Extends U.S. COVID-19 National Security Declaration to Retain Addit\xe2\x80\xa6 https://t.co/KcTFqB3Kqx'"

2022-02-19 13:44:58+00:00,b'RT @MyGovNagaland: Covid-19 Weekly Bulletin #Nagaland.\n19th February 2021\nWeekly Summary\n#TogetherWeCan\n#NagalandAgainstCovid19\n#FlattenThe\xe2\x80\xa6'

2022-02-19 13:44:56+00:00,"b""RT @beth43397695: \xe2\x80\x99Don't rape me with a vaccine\xe2\x80\x99 - SACP leader slams forced Covid-19 vaccination https://t.co/clGTRhgUEZ"""

2022-02-19 13:44:54+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:44:54+00:00,b'RT @PBNS_India: Announcement: \n\nCOVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States.\n\n@BharatBiotech\n@MoHFW_IND\xe2\x80\xa6'

2022-02-19 13:44:49+00:00,"b'RT @ImagesByFresh: The GOP are for everything that hurts Americans; they celebrate chaos. \n\nThey are rooting for unemployment, increasing i\xe2\x80\xa6'"

2022-02-19 13:44:49+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:44:49+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:49+00:00,b'@maica_0x10F7AE @kyoPatatas @KoPrecy Still global because platform ott vs Asia only without platform ott \xf0\x9f\xa4\xad Indirect\xe2\x80\xa6 https://t.co/4Sl4fiY4bd'

2022-02-19 13:44:48+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:48+00:00,"b'Diet High in Plant Foods Linked to Lower Risk, Severity of COVID-19 - Mass General Advances in Motion https://t.co/3ZrPVqgo15'"

2022-02-19 13:44:48+00:00,"b""RT @beth43397695: \xe2\x80\x99Don't rape me with a vaccine\xe2\x80\x99 - SACP leader slams forced Covid-19 vaccination https://t.co/clGTRhgUEZ"""

2022-02-19 13:44:45+00:00,b'Bharat Biotech COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: #BharatBiotech\xe2\x80\xa6 https://t.co/U0Ie3D87Qh'

2022-02-19 13:44:45+00:00,"b'RT @nationalpost: #ICYMI: Ontario announces end to vaccine passports, other COVID-19 restrictions by March 1 https://t.co/opLsE22mBk \xe2\x80\x94 via\xe2\x80\xa6'"

2022-02-19 13:44:45+00:00,"b""80 percent of India's adults fully vaccinated against COVID-19: Mansukh Mandaviya\n*Read More* \xf0\x9f\x91\x87\xe2\x80\xa6 https://t.co/a9kvD6DbyV"""

2022-02-19 13:44:44+00:00,"b'RT @finn_dan: Starting to leak out into major outlets, in a limited hangout sort of way. https://t.co/czVMfoPWr5'"

2022-02-19 13:44:43+00:00,b'MO: Rapid Test appointments available at CVS KANSAS CITY  -  315 W 75TH ST POCT Covid - 19 Testing Site on Feb 19.\xe2\x80\xa6 https://t.co/k1vVEgHob8'

2022-02-19 13:44:43+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:43+00:00,b'MO: Rapid Test appointments available at CVS KANSAS CITY - NE VIVION RD POCT Covid - 19 Testing Site Lane 2 on Feb\xe2\x80\xa6 https://t.co/mKm1a57luC'

2022-02-19 13:44:42+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:44:40+00:00,"b'RT @ris_law: ""Nothing about us without us."" Our clients @perry_fleur and @Doug_Paulley are crowdfunding for urgent legal advice on the govt\xe2\x80\xa6'"

2022-02-19 13:44:38+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:44:37+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:44:36+00:00,b'RT @TicTocTick: I stand by my forecast that 4700 will trade again. \n\nHere\xe2\x80\x99s my formula : \n\n2020 liquidity + 7.5% CPI - Covid-19 = 4700. \n\nN\xe2\x80\xa6'

2022-02-19 13:44:36+00:00,"b""RT @wallisweaver: Headline: Ivermectin doesn't prevent severe disease from Covid-19, new study finds\nComment: Or death."""

2022-02-19 13:44:35+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:35+00:00,"b'Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk https://t.co/oJB9xZhYoO via @UKChange'"

2022-02-19 13:44:34+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:34+00:00,"b'RT @danielgoyal: NZ economy [OCED 2022]: \n\n""The New Zealand economy recovered quickly from the COVID-19 shock thanks to effective virus con\xe2\x80\xa6'"

2022-02-19 13:44:33+00:00,b'Bill Gates says the chances of catching a severe infection from COVID-19 are dramatically lower but (ztayeb@busines\xe2\x80\xa6 https://t.co/qmsXVb612O'

2022-02-19 13:44:33+00:00,"b'RT @odongaotto: APPRECIATION @KagutaMuseveni ,@JaneRuth_Aceng and entire  team thank you leading Uganda during the COVID 19  Pandemic.The s\xe2\x80\xa6'"

2022-02-19 13:44:33+00:00,b'RT @mikeyanatomy: @amandadawnhi @Cryptomattster @zentrad25019803 @DineenRon And Dr.Malone took the COVID 19 vaccine himself.'

2022-02-19 13:44:32+00:00,"b'\xe2\x80\x9cAlthough this study took place before the COVID-19 pandemic, the numbers are alarming and research has shown the p\xe2\x80\xa6 https://t.co/Be3FdY5E88'"

2022-02-19 13:44:30+00:00,b'RT @EdAsante77: Covid-19 Vaccines Were Deadly in Rare Cases. Governments Are Now Weighing Compensation. - WSJ https://t.co/V5iWRC6pWA'

2022-02-19 13:44:29+00:00,b'We remind the spectators and road users that #Covid-19 is still roaming and they should continue  adhering to all p\xe2\x80\xa6 https://t.co/RUFRX4a5Bf'

2022-02-19 13:44:28+00:00,"b'RT @Surgeon_General: Update: my 5 year old son, my wife Alice, and I have all tested positive for COVID-19. Our son has a runny nose and lo\xe2\x80\xa6'"

2022-02-19 13:44:27+00:00,b'RT @inquirerdotnet: Finance Secretary Carlos Dominguez III proposed on Friday new or higher taxes to pay for the foreign debts the Duterte\xe2\x80\xa6'

2022-02-19 13:44:26+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:26+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:26+00:00,b'RT @JohnLeePettim13: Pfizer clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutic\xe2\x80\xa6'

2022-02-19 13:44:26+00:00,b'RT @abhinav2641: LUCKNOW SATYAGRAHA FOR ATTEMPT \n\n@DoPTGoI and @DrJitendraSingh has harmed us more than COVID 19.\n\n#UPSCExtraAttempt \n#Extr\xe2\x80\xa6'

2022-02-19 13:44:26+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:44:25+00:00,"b'RT @BenjaminMMeier: 3,189 Americans died from COVID-19 today,\nas we convinced ourselves the pandemic is over.'"

2022-02-19 13:44:24+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:44:23+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:44:23+00:00,"b'@FrDidymus To anyone at work in the UK, concerned about Covid-19.\nYour employer has a legal obligation to keep you\xe2\x80\xa6 https://t.co/lw5vx1PrW5'"

2022-02-19 13:44:22+00:00,b'@TheRealDLarson @Kieronmckinlay1 @TheFreds @RealCandaceO Polio was WAYYYYYY worse than Covid 19 lol'

2022-02-19 13:44:22+00:00,b'Should make them all wear bags over their heads since nobody will be watching anyway...\n\nOscars to Require COVID-19\xe2\x80\xa6 https://t.co/oR5vdq8eup'

2022-02-19 13:44:22+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:44:19+00:00,"b'I for one am not apt to give a pass to a philosopher who equates the Canadian Trucker Convoy with BLM protests, dis\xe2\x80\xa6 https://t.co/4U3OdvudLB'"

2022-02-19 13:44:18+00:00,"b""RT @beth43397695: \xe2\x80\x99Don't rape me with a vaccine\xe2\x80\x99 - SACP leader slams forced Covid-19 vaccination https://t.co/clGTRhgUEZ"""

2022-02-19 13:44:18+00:00,b'RT @FoxNews: Sen. Roger Wicker announces he tested positive for COVID-19 a second time\nhttps://t.co/Rk85Tb8np5'

2022-02-19 13:44:17+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:17+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:44:16+00:00,"b'RT @finn_dan: Starting to leak out into major outlets, in a limited hangout sort of way. https://t.co/czVMfoPWr5'"

2022-02-19 13:44:15+00:00,"b'RT @staronline: Covid-19: Border reopening possible by early second quarter this year, says KJ\nhttps://t.co/lqq2sKzVro  https://t.co/lqq2sK\xe2\x80\xa6'"

2022-02-19 13:44:14+00:00,b'RT @inquirerdotnet: Finance Secretary Carlos Dominguez III proposed on Friday new or higher taxes to pay for the foreign debts the Duterte\xe2\x80\xa6'

2022-02-19 13:44:12+00:00,b'RT @Gab_H_R: Recurrent COVID-19 including evidence of reinfection and enhanced severity in thirty Brazilian healthcare workers. \n\n-\nH/T \xe2\x81\xa6@f\xe2\x80\xa6'

2022-02-19 13:44:12+00:00,"b""RT @UrHimanshuBorah: Many aspirants lost their job, they themselves got positive many lost their loved ones their family's health got deter\xe2\x80\xa6"""

2022-02-19 13:44:11+00:00,"b'RT @regionofpeel: Starting February 18, individuals aged 12-17 will be eligible to book an appointment to get a 3rd dose/booster if it has\xe2\x80\xa6'"

2022-02-19 13:44:11+00:00,b'RT @Niall_Boylan: The IMF expects the COVID-19 pandemic will cost the global economy $12.5 trillion. Can you imagine how many lives could b\xe2\x80\xa6'

2022-02-19 13:44:10+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:10+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:44:10+00:00,b'RT @Charles83230639: Every day the police and government collude to cover up the #PartyGate scandal &amp; #SueGrayReport is a slap across the f\xe2\x80\xa6'

2022-02-19 13:44:10+00:00,b'RT @AmandiOnAir: This is how the fascist @FloridaGOP led by @GovRonDeSantis works.\n\nBecause school officials in @MiamiDadeCounty followed t\xe2\x80\xa6'

2022-02-19 13:44:10+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:44:08+00:00,"b'RT @BNODesk: Biden extends national emergency for COVID-19, says the pandemic continues to cause significant risk to public health and safe\xe2\x80\xa6'"

2022-02-19 13:44:06+00:00,b'RT @JohnLeePettim13: Pfizer clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutic\xe2\x80\xa6'

2022-02-19 13:44:05+00:00,"b'RT @mikecoulson48: Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk https://t.co/xkEd\xe2\x80\xa6'"

2022-02-19 13:44:05+00:00,"b'RT @MSNBC: ""The death toll is still at its second-highest point ever \xe2\x80\x94 2,400 people dying in the U.S. everyday,"" @AriMelber says on the cur\xe2\x80\xa6'"

2022-02-19 13:44:05+00:00,b'RT @FoxNews: Sen. Roger Wicker announces he tested positive for COVID-19 a second time\nhttps://t.co/Rk85Tb8np5'

2022-02-19 13:44:04+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:44:03+00:00,"b'RT @DrEricDing: 2) There have been more than 1m excess deaths in the US during the pandemic, according to CDC. The deaths are mainly attrib\xe2\x80\xa6'"

2022-02-19 13:44:02+00:00,"b'RT @RebelNews_CA: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trudeau\xe2\x80\xa6'"

2022-02-19 13:44:01+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:44:01+00:00,"b'RT @sailorrooscout: If you needed more proof that vaccines work, Switzerland is reporting COVID-19 deaths by vaccination/booster status. ht\xe2\x80\xa6'"

2022-02-19 13:44:00+00:00,"b'The manufacturing industry is still grappling with managing the effects of Covid-19. \nAs we are now two years on,\xe2\x80\xa6 https://t.co/o0l8gxz45w'"

2022-02-19 13:44:00+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:43:58+00:00,"b'RT @BNODesk: Biden extends national emergency for COVID-19, says the pandemic continues to cause significant risk to public health and safe\xe2\x80\xa6'"

2022-02-19 13:43:58+00:00,"b'RT @regionofpeel: Getting vaxxed helps protect us as we ease into our routines.\xf0\x9f\x91\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x92\xbc\xf0\x9f\x8e\x92\xf0\x9f\x8f\x9d\xef\xb8\x8f\nNeed to get your 1st, 2nd or booster dose? Walk-in\xe2\x80\xa6'"

2022-02-19 13:43:56+00:00,b'RT @NickSawyerMD: COVID-19 disinformation campaign is the 2nd Big Lie. \nAmerica\xe2\x80\x99s Frontline Doctors created by the Trump Campaign. Malone h\xe2\x80\xa6'

2022-02-19 13:43:56+00:00,b'RT @sneermark: The weekly number of admissions &lt;18 years due to covid-19 is still lower than seen in the RS-virus in the last part of 2021.'

2022-02-19 13:43:55+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:43:52+00:00,"b'RT @goodblackdude: First declared by President Trump on March 13, 2020, the Biden regime announced today that they will be EXTENDING the U.\xe2\x80\xa6'"

2022-02-19 13:43:52+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:43:51+00:00,b'@MollyJongFast Nope. The right will pronounce the study a liberal conspiracy. \xe2\x80\x9cIt shows promise.\xe2\x80\x9d Then they forget\xe2\x80\xa6 https://t.co/jdEbpqo01X'

2022-02-19 13:43:51+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:43:50+00:00,b'@wanderingstr574 @KwameRaoul It went from public safety to political. What will all the antimask parents do when th\xe2\x80\xa6 https://t.co/U9OMnAZrPW'

2022-02-19 13:43:50+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:43:50+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:43:49+00:00,"b'RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report \xc2\xb7 Thursday 17th February.\n\n51,899 new cases (people positive) report\xe2\x80\xa6'"

2022-02-19 13:43:49+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:43:49+00:00,"b'RT @newsmax: Thousands of truck drivers are expected to take part in the coast-to-coast ""People\'s Convoy"" to protest government COVID-19 ma\xe2\x80\xa6'"

2022-02-19 13:43:48+00:00,"b'Jammu and Kashmir Logs 166 Fresh Covid-19 Cases, No Death\xc2\xa0Reported https://t.co/n1ENKs1c3Q'"

2022-02-19 13:43:48+00:00,b'RT @VippusaO: Texas Man Sentenced to More Than 9 Years in COVID-19 Fraud &amp; Money Laundering Scheme\n\nHe was sentenced today to prison for hi\xe2\x80\xa6'

2022-02-19 13:43:48+00:00,"b'RT @DrEricDing: 2) There have been more than 1m excess deaths in the US during the pandemic, according to CDC. The deaths are mainly attrib\xe2\x80\xa6'"

2022-02-19 13:43:48+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:43:47+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:43:47+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:43:45+00:00,"b'@against_kim Reuters: \xe2\x80\x9cWhile two scientists did win the prize for the medication (ivermectin), this was for parasit\xe2\x80\xa6 https://t.co/4e8w1xhF8Y'"

2022-02-19 13:43:45+00:00,"b'There have been more than 1m excess deaths in the US during the pandemic, according to the CDC. The deaths are main\xe2\x80\xa6 https://t.co/KOGCFrzceH'"

2022-02-19 13:43:44+00:00,"b'Global Cryptocurrency Market Is Booming Worldwide to Hit US$ 1125.8 million By 2028, At a CAGR of 3.5% | Covid-19 I\xe2\x80\xa6 https://t.co/q6XdMNrujg'"

2022-02-19 13:43:43+00:00,"b""RT @AdrianaBarton: The BA.2 virus, a subvariant of the Omicron coronavirus variant, isn't just spreading faster: \xe2\x80\x9cIt may also cause more se\xe2\x80\xa6"""

2022-02-19 13:43:43+00:00,"b'RT @most_articulate: cw: COVID-19 (ON)\n\nYesterday, Dr. Kieran Moore urged universities to lift vaccine requirements in less than two weeks.\xe2\x80\xa6'"

2022-02-19 13:43:42+00:00,"b""RT @FRANCE24: Covid-19 in Africa: 'The doses are here, but vaccine hesitancy remains high' https://t.co/PBOAGy7QfJ https://t.co/3yFGTTOmzH"""

2022-02-19 13:43:42+00:00,"b'Kerala reported 6,757 fresh cases of Covid-19 cases  and 16 related deaths.\n#COVID19 #Kerala'"

2022-02-19 13:43:41+00:00,b'Elderly people make up 75% of COVID-19 deaths \xe2\x80\x94 partially due to\xc2\xa0loneliness https://t.co/nMrjA25u39'

2022-02-19 13:43:41+00:00,"b'RT @t1ffany4scale: \xe2\x80\x9cWe, in the Asian Migrants Coordinating Body, have received growing reports of migrant workers who have been rejected by\xe2\x80\xa6'"

2022-02-19 13:43:40+00:00,"b'Just like that, misinformation and truth have switched places.\n\nDenmark lifts all restrictions and puts up a ""fact\xe2\x80\xa6 https://t.co/T4DwhGGoK8'"

2022-02-19 13:43:39+00:00,b'RT @sneermark: In the last 4 weeks an increase admissions in children below 1 year with covid-19 as diagnosis has increased. The admissions\xe2\x80\xa6'

2022-02-19 13:43:38+00:00,"b'RT @finn_dan: Starting to leak out into major outlets, in a limited hangout sort of way. https://t.co/czVMfoPWr5'"

2022-02-19 13:43:35+00:00,"b""RT @regionofpeel: REMINDER: This weekend, we're hosting COVID-19 vaccine clinics for children ages 5 to 11.\n\nAppts are still available with\xe2\x80\xa6"""

2022-02-19 13:43:35+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:43:34+00:00,"b'RT @japantimes: U.S. states are dropping masking requirements and federal officials say COVID-19 is moving out of the crisis phase, but man\xe2\x80\xa6'"

2022-02-19 13:43:34+00:00,"b""RT @beth43397695: \xe2\x80\x99Don't rape me with a vaccine\xe2\x80\x99 - SACP leader slams forced Covid-19 vaccination https://t.co/clGTRhgUEZ"""

2022-02-19 13:43:33+00:00,b'Orange East Supervisory Union board walks back COVID-19 vaccine mandate for staff days after vote.\n#UpperValley\xe2\x80\xa6 https://t.co/FHSkdLkqUw'

2022-02-19 13:43:32+00:00,b'RT @Niall_Boylan: The IMF expects the COVID-19 pandemic will cost the global economy $12.5 trillion. Can you imagine how many lives could b\xe2\x80\xa6'

2022-02-19 13:43:30+00:00,"b'@thehill @TheHillOpinion @EricTrump @SenateGOP @Jim_Jordan What else he can say, Biden has no clue&amp;will destroy our\xe2\x80\xa6 https://t.co/qKG0lnPBMA'"

2022-02-19 13:43:30+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:43:30+00:00,b'RT @sneermark: Here a quick translation of the some points in the summary of the excellent report from FHI: \n\n550 new patients were admitte\xe2\x80\xa6'

2022-02-19 13:43:29+00:00,"b""RT @YouAreLobbyLud: 1/ HOW TO LIVE WITHOUT COVID-19: A PRIMER\nThe maddening thing about our (the world's) situation is that the tools to li\xe2\x80\xa6"""

2022-02-19 13:43:29+00:00,"b'RT @manilabulletin: Nearly 136,000 minors aged five to 17 have already received their first dose of the COVID-19 vaccine in Taguig.\n\nhttps:\xe2\x80\xa6'"

2022-02-19 13:43:29+00:00,"b'RT @talkRADIO: Children aged five to 11 in England are to be offered a Covid-19 vaccine, the government has announced.\n\nIs this appropriate?'"

2022-02-19 13:43:26+00:00,"b'RT @Surgeon_General: Update: my 5 year old son, my wife Alice, and I have all tested positive for COVID-19. Our son has a runny nose and lo\xe2\x80\xa6'"

2022-02-19 13:43:25+00:00,"b'RT @goodblackdude: First declared by President Trump on March 13, 2020, the Biden regime announced today that they will be EXTENDING the U.\xe2\x80\xa6'"

2022-02-19 13:43:24+00:00,"b'@DeathToDystopia @CNN There was no benefit observed in this study. This sentence is copied from the study: ""The stu\xe2\x80\xa6 https://t.co/3dQtrUpK8W'"

2022-02-19 13:43:23+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:43:22+00:00,b'RT @Reuters: Biden to extend U.S. national emergency due to COVID-19 health risk https://t.co/55vgchy3cB https://t.co/O7t9U3GEsl'

2022-02-19 13:43:22+00:00,b'Bill Gates says the chances of catching a severe infection from COVID-19 are dramatically lower but he believes ano\xe2\x80\xa6 https://t.co/jauMtjDblV'

2022-02-19 13:43:21+00:00,"b'RT @MLS_Dave: No matter how hard the people in charge try to shut down the COVID-19 numbers because ""The economy"", they can\'t shut down the\xe2\x80\xa6'"

2022-02-19 13:43:20+00:00,b'@TTretsky As do the immune deficient with Covid-19....'

2022-02-19 13:43:20+00:00,"b'RT @Golden_Pup: 2 new COVID-19 vax deaths reported in Ontario this week.\n\nWhile the report says we shouldn\'t interpret these deaths as ""cau\xe2\x80\xa6'"

2022-02-19 13:43:20+00:00,"b""RT @K_G_Andersen: The most recent \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0 COVID-19 report from @SSI_dk was released earlier today \xf0\x9f\x91\x87.\n\nLet's take a look at some of the key numbe\xe2\x80\xa6"""

2022-02-19 13:43:19+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:43:18+00:00,"b'RT @dgurdasani1: This is tragic. Acute COVID-19 ultimately followed 2 wks later by low O2 saturations on minimal exercise, but completely m\xe2\x80\xa6'"

2022-02-19 13:43:17+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:43:17+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

